1617180622 0 0 0 34191 0 0
1618194995 0 0 0 34284 0 0
1618196412 0 0 0 34285 0 0
1619773801 0 0 0 34285 0 0
1619774044 0 0 0 34285 0 0
1620724980 303 0 0 34285 0 0
1620725664 306 0 0 34285 0 0
1620725728 306 0 0 34285 0 0
1620726875 384 0 0 34285 0 0
1620728660 392 0 0 34285 0 0
1620732449 396 0 0 34285 0 0
1620739415 490 0 0 34285 0 0
1620886376 842 0 0 34285 0 0
1620887469 844 0 0 34285 0 0
1620888423 850 0 0 34285 0 0
1620888454 850 0 0 34285 0 0
1620895510 858 0 0 34285 0 0
1620895559 858 0 0 34285 0 0
1620895777 858 0 0 34285 0 0
1620907360 878 0 0 34285 0 0
1620907391 878 0 0 34285 0 0
1620907418 878 0 0 34285 0 0
1620907758 883 0 0 34285 0 0
1620907773 883 0 0 34285 0 0
1620908351 885 0 0 34285 0 0
1620908378 885 0 0 34285 0 0
1621243690 1947 0 0 34285 0 0
1621243844 1947 0 0 34285 0 0
1621244063 1949 0 0 34285 0 0
1621301098 1984 0 0 34285 0 0
1621302311 1984 0 0 34285 0 0
1621329123 2283 0 0 34285 0 0
1621329150 2283 0 0 34285 0 0
1621330883 2283 0 0 34285 0 0
1621495388 2385 0 0 34285 0 0
1621495406 2385 0 0 34285 0 0
1621495479 2385 0 0 34285 0 0
1621499998 2392 0 0 34285 0 0
1621500025 2392 0 0 34285 0 0
1621500057 2392 0 0 34285 0 0
1621504953 2395 0 0 34285 0 0
1621504981 2395 0 0 34285 0 0
1621505599 2398 0 0 34285 0 0
1621505624 2398 0 0 34285 0 0
1621993167 3347 0 0 34285 0 0
1621993358 3347 0 0 34285 0 0
1621994116 3348 0 0 34285 0 0
1621994167 3348 0 0 34285 0 0
1622079314 3483 0 0 34285 0 0
1622079448 3483 0 0 34285 0 0
1622114365 3550 0 0 34285 0 0
1622114514 3550 0 0 34285 0 0
1622169407 3556 0 0 34285 0 0
1622169477 3556 0 0 34285 0 0
1622252783 3937 0 0 34285 0 0
1622252857 3938 0 0 34285 0 0
1622425776 3974 0 0 34285 0 0
1622425873 3974 0 0 34285 0 0
1622597647 4198 0 0 34285 0 0
1622597874 4198 0 0 34285 0 0
1622778205 4214 0 0 34285 0 0
1622778227 4214 0 0 34285 0 0
1622778245 4214 0 0 34285 0 0
1622803340 4445 0 0 34285 0 0
1623130838 4449 0 0 34285 0 0
1623143524 4458 0 0 34285 0 0
1623378598 4597 0 0 34285 0 0
1623378625 4597 0 0 34285 0 0
1623900203 4779 0 0 34285 0 0
1624010240 4958 0 0 34285 0 0
1624010244 4958 0 0 34285 0 0
1624260157 5093 0 0 34285 0 0
1624277239 5109 0 0 34285 0 0
1624346507 5237 0 0 34285 0 0
1625017519 5286 0 0 34285 0 0
1625464898 5576 0 0 34285 0 0
1625621946 5582 0 0 34285 0 0
1625640238 5584 0 0 34285 0 0
1625745404 5596 0 0 34285 0 0
1625831064 5597 0 0 34285 0 0
1626248906 5598 0 0 34285 0 0
1626267725 5608 0 0 34285 0 0
1626859246 5609 0 0 34285 0 0
1627031822 5652 0 0 34285 0 0
1627970424 5731 0 0 34285 0 0
1627970475 5731 0 0 34285 0 0
1627981009 5732 0 0 34285 0 0
1628229801 5782 0 0 34285 0 0
1628732794 6101 0 0 34285 0 0
1628736071 6114 0 0 34285 0 0
1628736149 6114 0 0 34285 0 0
1629353797 6129 0 0 34285 0 0
1629354421 6129 0 0 34285 0 0
1629369063 6129 0 0 34285 0 0
1629369118 6129 0 0 34285 0 0
1629455487 6330 0 0 34285 0 0
1629456042 6330 0 0 34285 0 0
1629703881 6348 0 0 34285 0 0
1629707472 6348 0 0 34285 0 0
1629707510 6348 0 0 34285 0 0
1629869884 6350 0 0 34285 0 0
1629877320 6360 0 0 34285 0 0
1629879634 6362 0 0 34285 0 0
1629881420 6366 0 0 34285 0 0
1629888002 6366 0 0 34285 0 0
1629888030 6366 0 0 34285 0 0
1629888089 6366 0 0 34285 0 0
1630313245 6509 0 0 34285 0 0
1630314902 6511 0 0 34285 0 0
1630407915 6654 0 0 34285 0 0
1630460958 6659 0 0 34285 0 0
